scores,average_scores,std
-1.4000000000000001,-0.6222222222222222,1.005294625446002
-0.19999999999999996,0.35000000000000003,0.4330127018922193
1.0,1.0,0.0
-0.5,-0.6100000000000001,0.9544108130150245
-1.5000000000000002,-0.29999999999999993,0.8928285709714139
0.20000000000000007,0.6000000000000001,0.39999999999999997
0.4,0.5333333333333333,0.339934634239519
-0.3999999999999999,0.20000000000000004,0.4898979485566356
-2.1,-0.525,1.0256095748383007
-1.5999999999999999,-0.09999999999999994,0.806225774829855
-2.0,-0.7363636363636364,0.9938654813611963
-1.5,-0.4933333333333334,1.069870189425905
-1.3,-0.54375,1.0541399041398634
-1.6,-0.6058823529411764,1.0524316874493114
0.5,-0.42142857142857154,1.0718332569071765
-0.20000000000000018,-0.5833333333333334,1.0269967002002598
0.7,-0.4923076923076924,1.0802147496333512
-1.1,-0.6105263157894737,1.0062409133121495
-1.5000000000000002,-0.655,0.9997374655378283
-1.9,-0.7142857142857143,1.011027631050853
1.0,-0.5916666666666668,1.0657222381506775
-2.0000000000000004,-0.7130434782608697,1.0393578066688844
-1.3,-0.7374999999999999,1.0242120955479226
-0.5999999999999999,-0.732,1.0038804709725158
0.6,-0.6545454545454545,1.0250176374213242
-1.5,-0.7285714285714286,1.0270822553153538
-1.5999999999999999,-0.7000000000000001,1.0349449797506682
-1.6999999999999997,-0.7033333333333334,1.0559303428204385
-1.3000000000000003,-0.7225806451612904,1.0440954342177837
-2.2,-0.76875,1.0593150794263244
-1.6999999999999997,-0.7416666666666667,1.0820184327861004
-1.8000000000000003,-0.7529411764705882,1.0768241142407522
0.6,-0.7142857142857143,1.0849997648828864
1.0,-0.6653846153846155,1.0392091326108404
-1.9000000000000001,-0.772972972972973,1.0836995316715865
1.0,-0.6689655172413794,1.0573563155915249
-1.8,-0.7666666666666666,1.0875362259414822
0.8,-0.7212121212121212,1.0772460892585192
-1.7999999999999998,-0.7619047619047619,1.0976061356538345
-1.3000000000000003,-0.7365853658536586,1.0987256692965754
-1.9999999999999998,-0.7906976744186046,1.100700401433343
-1.9,-0.8159090909090909,1.100607927427999
-1.9,-0.84,1.0999797977942847
-1.9,-0.8630434782608695,1.0988845521615116
0.5,-0.7394736842105263,1.0885865953718468
-1.7000000000000002,-0.8460000000000001,1.1092718332311517
-1.9,-0.8458333333333333,1.11877133747498
1.0,-0.7225,1.1087126543879617
-2.2,-0.8423076923076924,1.1244393737883087
-1.7999999999999998,-0.8603773584905661,1.121377122137508
0.0,-0.8285714285714286,1.113736128203313
-1.7,-0.8454545454545456,1.1289284028861066
-1.7,-0.8607142857142858,1.1245123659722422
0.7,-0.8156862745098039,1.1190634300162998
1.0,-0.8234042553191488,1.1198808382577077
-1.4000000000000001,-0.8482758620689655,1.1194582093677317
-1.2000000000000002,-0.8622950819672133,1.0987569630024214
-1.7000000000000004,-0.8566666666666668,1.1070029609515755
-0.5,-0.8423728813559322,1.110840785526892
-1.5000000000000002,-0.8307692307692308,1.1093897250877067
-1.5,-0.8203125,1.1148401913923582
0.8,-0.8296296296296297,1.1332728136830938
0.3999999999999999,-0.8385964912280702,1.126826686336599
0.6,-0.838709677419355,1.1053177675789447
-0.40000000000000013,-0.8242424242424242,1.1022099846768745
-1.3,-0.7985507246376812,1.0960393457476838
-2.3,-0.7999999999999999,1.10759223696281
-1.2,-0.8055555555555556,1.1008694655802356
1.0,-0.8095238095238096,1.1203336075876014
-1.5,-0.815068493150685,1.0962790406802074
0.30000000000000004,-0.7911764705882354,1.1023684787655073
0.30000000000000004,-0.8074626865671642,1.102414369752843
-0.9999999999999999,-0.8175675675675675,1.0890558901732779
-2.0,-0.8263157894736842,1.0847469291392386
-1.5999999999999999,-0.811392405063291,1.0786756227813918
-0.2999999999999998,-0.8106666666666666,1.0833987672546472
0.6,-0.7785714285714286,1.1007650400832087
-1.7,-0.8148148148148148,1.0719903158664195
0.19999999999999996,-0.8129870129870129,1.0839263224770446
