scores,average_scores,std
-1.8,-0.7333333333333334,0.9551032521262935
-1.2000000000000002,-0.20000000000000004,0.7176350047203662
0.20000000000000007,0.45,0.24999999999999994
0.7,0.7,0.0
-1.0999999999999999,-0.7857142857142857,0.8935140440635365
-1.1,-0.825,0.8422440263961508
-0.5,0.13333333333333333,0.49216076867444664
-1.7999999999999998,-0.52,0.9064215354899727
-1.1,-0.8555555555555555,0.7987644780271745
-2.9000000000000004,-1.06,0.9748846085563153
-2.5000000000000004,-1.0083333333333333,1.1470675171448665
0.0,-0.9307692307692308,1.134348078029922
1.0,-0.8727272727272727,1.1021391671661311
-1.1,-0.8666666666666667,1.0946333734279359
0.19999999999999996,-0.85,1.1312130025520646
-1.5,-0.9235294117647059,1.0412263198435527
-1.2,-0.8875000000000001,1.0629410849148695
-1.3,-0.9444444444444444,1.015557986867987
-1.7,-0.9842105263157894,1.0027662570135607
-1.6,-1.0150000000000001,0.9865470085099848
-1.6,-0.9500000000000001,1.0395584727093605
-2.3000000000000003,-0.7555555555555556,1.1548074501463783
0.10000000000000009,-0.752,1.122539977016409
-1.1,-0.7310344827586208,1.1329252488582795
1.0,-0.9190476190476191,1.0540710410770178
-1.9,-0.7322580645161291,1.1340441752715023
1.0,-0.8652173913043479,1.0917113393169435
-2.1,-0.7749999999999999,1.1412712210513327
0.7,-0.6961538461538462,1.1356058258550705
-1.2000000000000002,-0.7878787878787877,1.1262050988614645
1.0,-0.7875000000000001,1.1318541204589927
-1.6,-0.7857142857142856,1.1123059335434287
0.30000000000000004,-0.7178571428571429,1.150792761357073
-1.3,-0.7999999999999999,1.1
0.3999999999999999,-0.6933333333333335,1.1322347616795538
-1.7000000000000002,-0.7815789473684209,1.111152853940422
0.10000000000000009,-0.7617647058823528,1.1196151402529966
-1.7000000000000002,-0.7829268292682927,1.09964571656653
-1.2,-0.7923076923076922,1.098806955674319
-1.3,-0.7952380952380952,1.0893319011805838
0.8,-0.7567567567567567,1.1156238202908237
-1.8,-0.7909090909090909,1.0899996208961356
-1.5,-0.8173913043478259,1.0734552800118202
-1.2,-0.825531914893617,1.063408427192484
-1.3,-0.8022222222222221,1.0804297270353722
0.5,-0.76,1.1035850669522491
0.3999999999999999,-0.7674418604651163,1.0915576517458483
-1.6000000000000003,-0.8387755102040817,1.047410086059821
-0.7,-0.8229166666666666,1.052425686872422
-1.9,-0.86,1.0474731500138799
-0.9999999999999999,-0.8346153846153845,1.0467687672408867
-1.7000000000000002,-0.8107142857142858,1.039690642764982
0.6,-0.8313725490196078,1.0567226797942504
-1.5,-0.8228070175438598,1.0344958164906801
-1.0,-0.7945454545454546,1.04209896263929
0.4,-0.7907407407407407,1.051325181134905
-0.8999999999999999,-0.8241379310344829,1.0255881987371067
0.29999999999999993,-0.8132075471698114,1.048275805535615
-2.0,-0.8166666666666668,1.0410197991499597
-1.9000000000000001,-0.8079365079365081,1.0359110072860396
0.19999999999999996,-0.8,1.040491687049768
-1.9000000000000001,-0.8338461538461539,1.0310975366945239
-1.4000000000000001,-0.8171875000000001,1.0304056676104563
-0.19999999999999996,-0.7903225806451614,1.0348304641293251
0.8,-0.7966101694915255,1.0382459297989273
-0.30000000000000004,-0.7985074626865671,1.0414531376898386
-1.1,-0.8029411764705883,1.0344038618842106
-2.3,-0.8099999999999999,1.0419967096191536
0.19999999999999996,-0.7884057971014492,1.033852543501985
-2.0,-0.8202702702702702,1.0504799070244464
-1.4,-0.8041095890410959,1.048474215119792
-1.1,-0.824,1.0439463587752007
-1.6000000000000003,-0.7958333333333333,1.0533593746780927
1.0,-0.8060606060606061,1.0474903323309985
-1.0000000000000002,-0.8263157894736842,1.0372494524427562
-1.9,-0.8402597402597403,1.037637143526535
-0.8000000000000003,-0.8397435897435898,1.0309741153692815
-1.0999999999999999,-0.8430379746835442,1.0248412713534307
1.0,-0.7845070422535211,1.0563887311775233
-2.0,-0.8273809523809522,1.0343333706025104
-1.8,-0.8444444444444443,1.021980647783726
-2.0,-0.8411764705882351,1.0359757114626214
-0.10000000000000009,-0.8132530120481926,1.0324577163181567
-2.1,-0.8517241379310343,1.0334477581028008
-2.0,-0.8647727272727272,1.034741927940497
-0.5,-0.8372093023255812,1.0305842226200959
0.0,-0.8324999999999999,1.02271391405417
-2.2,-0.810752688172043,1.0669484539343916
1.0,-0.821951219512195,1.0357069448783494
-2.900000000000001,-0.8326315789473685,1.0769784345456759
-0.8,-0.8106382978723404,1.0612585949436564
0.8,-0.8460674157303371,1.0437676115476058
0.7,-0.8288888888888888,1.0505283796943374
-1.0000000000000002,-0.8247422680412371,1.070121963165164
0.6,-0.8131868131868132,1.0553067145641262
-1.6,-0.8326530612244898,1.0674952095867358
0.8,-0.7956521739130435,1.0628011638117556
-1.3,-0.8373737373737373,1.0631177570574581
-2.1,-0.8499999999999999,1.065222981351792
0.10000000000000009,-0.8229166666666666,1.0755307959587004
-1.1,-0.8679999999999999,1.054028462613795
-1.3,-0.8829999999999998,1.0493860109606952
-1.6000000000000003,-0.8919999999999999,1.0506835870041942
-1.0,-0.888,1.0487401966168743
-1.2,-0.8859999999999999,1.0471886172032239
-1.5,-0.883,1.0449933014139374
-0.9000000000000001,-0.8700000000000001,1.0481889142707055
-2.0000000000000004,-0.879,1.0539729598049468
-1.1000000000000003,-0.8319999999999999,1.0287740276659398
0.0,-0.872,1.0484350242146627
-1.4,-0.846,1.0268807136177016
-1.1,-0.8589999999999999,1.0217724795667575
0.3999999999999999,-0.846,1.041769648242835
1.0,-0.846,1.041769648242835
-1.7000000000000002,-0.865,1.0249268266564204
-1.4000000000000001,-0.867,1.0257733667823512
-2.8000000000000007,-0.87,1.042544963059148
-0.30000000000000004,-0.855,1.02531702414424
-1.9,-0.868,1.0422936246566992
-1.2,-0.8650000000000001,1.0397475655177078
-1.5999999999999999,-0.894,1.0276983993370816
-1.0999999999999999,-0.8889999999999999,1.0254652602599466
-1.6000000000000003,-0.915,1.0100866299481446
-1.5,-0.9419999999999998,0.991279980631103
-0.09999999999999987,-0.9259999999999998,0.9950497475000937
-1.9,-0.9440000000000001,0.9783986917407443
-0.7999999999999999,-0.955,0.9783021005803882
-1.4000000000000001,-0.95,0.9747307320486002
-1.4999999999999998,-0.9430000000000003,0.9874467074227349
-1.5000000000000002,-0.9279999999999999,0.9782719458310148
0.4,-0.925,0.976972363989893
0.10000000000000009,-0.948,0.9831052842905486
-1.3000000000000003,-0.9420000000000001,0.9734659726975566
-1.5000000000000002,-0.922,0.9841321049533952
0.8,-0.9390000000000002,0.9859913792726588
-1.5,-0.9450000000000002,0.9703994023081424
-1.8999999999999997,-0.96,0.9646761114488116
-0.4,-0.936,0.9708264520500046
-1.6,-0.9440000000000001,0.9696721095298142
0.6,-0.92,0.9831581764904365
-0.8999999999999999,-0.9520000000000002,0.961819109812235
-1.4,-0.9400000000000002,0.9688137075826291
-1.1,-0.939,0.9683899008147493
-1.3000000000000003,-0.9520000000000002,0.961819109812235
-1.6,-0.882,1.0046272940747727
-1.6,-0.911,0.9916546777986781
