scores,average_scores,std
0.10000000000000009,0.65,0.27537852736430507
0.7,0.85,0.15000000000000002
-2.3,-0.6727272727272727,1.5009638776411214
-3.1999999999999997,-0.51,1.478817094843037
0.6,0.75,0.15000000000000002
-1.8,0.012500000000000067,1.1307491985405074
-2.6,-0.8333333333333334,1.5326085243430199
-2.0,-0.21111111111111105,1.2395738017062732
0.7,0.7999999999999999,0.14142135623730953
-2.8,-1.2470588235294118,1.5602102599852758
-2.1,-0.9933333333333333,1.4816507310729101
1.0,1.0,0.0
-2.0,0.2714285714285714,0.9617161531261047
0.8,0.76,0.1356465996625054
-2.6,-0.9142857142857143,1.5027865274012726
-3.5000000000000004,-1.15,1.5576424493445216
-2.0999999999999996,-1.22,1.5118200951171405
-1.7,-1.2722222222222221,1.5197973386663381
-0.19999999999999996,-0.7846153846153846,1.4821222589693959
-2.9000000000000004,-1.2272727272727273,1.5202218193952122
-2.7,-1.2913043478260868,1.5168368240686478
-2.1,-1.325,1.4936671873836778
-2.4000000000000004,-1.2884615384615385,1.5034132762783297
-2.9000000000000004,-1.375,1.4857958425417288
-2.1,-1.3185185185185186,1.483248945673736
0.30000000000000004,-1.1476190476190475,1.5104773914605205
-3.3000000000000003,-1.4966666666666666,1.5060950243003335
-3.1,-1.4344827586206896,1.4934975986887096
0.6,-1.1736842105263157,1.53720255326053
-2.7,-1.4542857142857144,1.5414914590640283
-2.6,-1.384848484848485,1.5605207390621758
-2.5999999999999996,-1.5473684210526317,1.513576601108719
-2.5,-1.4176470588235295,1.548902949193642
-2.5999999999999996,-1.5743589743589745,1.5032815299593412
-2.5,-1.4833333333333334,1.5296150568761482
-2.8,-1.518918918918919,1.5238354592735304
0.7,-1.244,1.5163324173808326
-2.3000000000000007,-1.5925,1.4886886007489948
-2.0,-1.5046511627906978,1.50394109984433
1.0,-1.4161290322580644,1.5458783439580293
0.8,-1.346875,1.5696306044337311
0.3999999999999999,-1.4928571428571429,1.5197733003161167
-1.9,-1.4354166666666668,1.4978442263429428
-2.8000000000000003,-1.425531914893617,1.5121448885193034
1.1102230246251565e-16,-1.4222222222222223,1.5208022574196947
-0.20000000000000018,-1.3956521739130436,1.514704235979841
-2.8,-1.463265306122449,1.4949839774652998
-2.6,-1.473076923076923,1.5102362760400956
-3.1,-1.4509803921568627,1.5166232550158092
0.6,-1.5390243902439025,1.508816051562912
0.7,-1.4545454545454546,1.5226255054188689
-3.1,-1.5037735849056602,1.512209711940493
-2.3,-1.5553571428571427,1.488037975088715
-2.8,-1.5418181818181815,1.4980825209812114
-2.3,-1.5185185185185182,1.5019831426378178
-2.4,-1.5810344827586207,1.4685738914583115
0.8,-1.4180000000000001,1.5134979352480133
-2.2,-1.5666666666666667,1.4773534104658927
-2.5999999999999996,-1.580327868852459,1.4588137637889385
-2.3,-1.5633333333333332,1.4649194137866044
